site_id,site_name,bom_id,role,asset_ref,planned_instances,source_state,validation_status,exclusion
SS_007,Municipal Hotel,OT_UTIL_007,Roof vents antenna and masts,map-owned://MOD_ROOF_05,2,map_owned_definition,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_007,Municipal Hotel,OT_VEG_001,Dry grass,/Game/MilitaryTrench/Assets/3D/Plants/Urb_Street_Grass_Dry_01/StaticMeshes/SM_Urb_Street_Grass_Dry_01_A,3,staged_pack_asset,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_007,Municipal Hotel,OT_VEG_001,Dry grass,/Game/MilitaryTrench/Assets/3D/Plants/Urb_Street_Grass_Dry_01/StaticMeshes/SM_Urb_Street_Grass_Dry_01_B,4,staged_pack_asset,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_007,Municipal Hotel,OT_VEG_001,Dry grass,source://FAB_P1A_015/dry_grass_tbbqejqr_high,3,downloaded_source_import_pending,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_008,Central Courtyard,OT_ARCH_001,Plain wall skins and caps,map-owned://MOD_WALL_02,5,map_owned_definition,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_008,Central Courtyard,OT_ARCH_001,Plain wall skins and caps,map-owned://MOD_WALL_04,5,map_owned_definition,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_008,Central Courtyard,OT_DECAL_003,Ground breakup and dust edges,source://FAB_P1B_014/asphalt_debris_pack_tlhjacuva_high,20,downloaded_source_import_pending,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_008,Central Courtyard,OT_FURN_003,Wooden bench,source://FAB_P1B_010/wooden_bench_vlroadt_high,2,downloaded_source_import_pending,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_008,Central Courtyard,OT_FURN_006,Market containers baskets and goods,/Game/MilitaryTrench/Assets/3D/Mil_Trench_Storage_Box_Metal_S/StaticMeshes/SM_Mil_Trench_Storage_Box_Metal_S,1,staged_pack_asset,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_008,Central Courtyard,OT_FURN_006,Market containers baskets and goods,/Game/Scene_Junkyard/Assets/MS/3D/Ind_Con_Oil_Plastic_Pack_02/SM_Ind_Con_Oil_Plastic_Pack_02_A,2,staged_pack_asset,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_008,Central Courtyard,OT_FURN_006,Market containers baskets and goods,/Game/Scene_Junkyard/Assets/MS/3D/Ind_War_Container_Jerrycan_Metal_Red_03/SM_Ind_War_Container_Jerrycan_Metal_Red_03,1,staged_pack_asset,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_008,Central Courtyard,OT_GROUND_001,Small rock ground patch,project:///Game/Fab/Megascans/3D/Military_Trenches_Ground_Patch_Rock_S_04_yd0lfcq/Medium/SM_yd0lfcq_tier_2/StaticMeshes/SM_yd0lfcq_tier_2,30,existing_project_asset,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_008,Central Courtyard,OT_GROUND_004,Desert debris small,map-owned://OT_DESERT_DEBRIS_CARD_02,7,map_owned_definition,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_008,Central Courtyard,OT_GROUND_004,Desert debris small,map-owned://OT_DESERT_DEBRIS_CARD_04,5,map_owned_definition,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_008,Central Courtyard,OT_TAC_005,Crate and pallet cover,/Game/MilitaryTrench/Assets/3D/Mil_Trench_Storage_Crate_Wood_M_01/StaticMeshes/SM_Mil_Trench_Storage_Crate_Wood_M_01,2,staged_pack_asset,offline_candidate_stack_and_collision_validation_required,No climb chains into protected roofs
SS_008,Central Courtyard,OT_TAC_005,Crate and pallet cover,/Game/MilitaryTrench/Assets/3D/Mil_Trench_Storage_Crate_Wood_M_02/StaticMeshes/SM_Mil_Trench_Storage_Crate_Wood_M_02_A,2,staged_pack_asset,offline_candidate_stack_and_collision_validation_required,No climb chains into protected roofs
SS_008,Central Courtyard,OT_TAC_005,Crate and pallet cover,/Game/MilitaryTrench/Assets/3D/Mil_Trench_Storage_Crate_Wood_M_02/StaticMeshes/SM_Mil_Trench_Storage_Crate_Wood_M_02_B,2,staged_pack_asset,offline_candidate_stack_and_collision_validation_required,No climb chains into protected roofs
SS_008,Central Courtyard,OT_TAC_005,Crate and pallet cover,/Game/MilitaryTrench/Assets/3D/Mil_Trench_Storage_Crate_Wood_S_01/StaticMeshes/SM_Mil_Trench_Storage_Crate_Wood_S_01_A,2,staged_pack_asset,offline_candidate_stack_and_collision_validation_required,No climb chains into protected roofs
SS_008,Central Courtyard,OT_TAC_005,Crate and pallet cover,/Game/MilitaryTrench/Assets/3D/Mil_Trench_Storage_Crate_Wood_S_02/StaticMeshes/SM_Mil_Trench_Storage_Crate_Wood_S_02,2,staged_pack_asset,offline_candidate_stack_and_collision_validation_required,No climb chains into protected roofs
SS_008,Central Courtyard,OT_UTIL_006,Drain covers and outlets,map-owned://MOD_UTIL_02,3,map_owned_definition,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_008,Central Courtyard,OT_UTIL_009,Lamps poles and fixtures,map-owned://OT_LAMP_01,1,map_owned_definition,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_008,Central Courtyard,OT_VEG_001,Dry grass,/Game/MilitaryTrench/Assets/3D/Plants/Urb_Street_Grass_Dry_01/StaticMeshes/SM_Urb_Street_Grass_Dry_01_A,8,staged_pack_asset,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_008,Central Courtyard,OT_VEG_001,Dry grass,/Game/MilitaryTrench/Assets/3D/Plants/Urb_Street_Grass_Dry_01/StaticMeshes/SM_Urb_Street_Grass_Dry_01_B,8,staged_pack_asset,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_008,Central Courtyard,OT_VEG_001,Dry grass,source://FAB_P1A_015/dry_grass_tbbqejqr_high,8,downloaded_source_import_pending,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_009,Transit Plaza,OT_ARCH_004,Fence bases panels and gates,map-owned://MOD_FENCE_01,4,map_owned_definition,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_009,Transit Plaza,OT_ARCH_004,Fence bases panels and gates,map-owned://MOD_GATE_01,4,map_owned_definition,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_009,Transit Plaza,OT_DECAL_003,Ground breakup and dust edges,source://FAB_P1B_013/cracked_asphalt_tjmgfelew_4k,16,downloaded_source_import_pending,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_009,Transit Plaza,OT_DECAL_005,Spawn road and service markings,map-owned://OT_SPAWN_MARKING_01,4,map_owned_definition,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_009,Transit Plaza,OT_FURN_006,Market containers baskets and goods,/Game/MilitaryTrench/Assets/3D/Mil_Trench_Storage_Box_Metal_S/StaticMeshes/SM_Mil_Trench_Storage_Box_Metal_S,1,staged_pack_asset,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_009,Transit Plaza,OT_FURN_006,Market containers baskets and goods,/Game/MilitaryTrench/Assets/3D/Mil_Trench_Storage_Box_Wood_S/StaticMeshes/SM_Mil_Trench_Storage_Box_Wood_S,1,staged_pack_asset,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_009,Transit Plaza,OT_FURN_006,Market containers baskets and goods,/Game/Scene_Junkyard/Assets/MS/3D/Ind_War_Container_Jerrycan_Metal_Red_03/SM_Ind_War_Container_Jerrycan_Metal_Red_03,1,staged_pack_asset,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_009,Transit Plaza,OT_FURN_006,Market containers baskets and goods,/Game/Scene_Junkyard/Assets/MS/3D/Ind_War_Storage_Tray_Plastic_Green_01/SM_Ind_War_Storage_Tray_Plastic_Green_01,1,staged_pack_asset,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_009,Transit Plaza,OT_GROUND_003,Asphalt fragment pack,source://FAB_P1B_014/asphalt_debris_pack_tlhjacuva_high,30,downloaded_source_import_pending,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_009,Transit Plaza,OT_TAC_007,Existing-cover art skins,map-owned://APPROVED_COVER_SKIN_01,8,map_owned_definition,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_009,Transit Plaza,OT_UTIL_006,Drain covers and outlets,source://FAB_P1A_005/round_drain_cover_sdus0qk_4k,4,downloaded_source_import_pending,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_009,Transit Plaza,OT_UTIL_009,Lamps poles and fixtures,map-owned://OT_FIXTURE_01,1,map_owned_definition,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_009,Transit Plaza,OT_UTIL_009,Lamps poles and fixtures,map-owned://OT_POLE_01,3,map_owned_definition,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_009,Transit Plaza,OT_VEG_001,Dry grass,/Game/MilitaryTrench/Assets/3D/Plants/Urb_Street_Grass_Dry_01/StaticMeshes/SM_Urb_Street_Grass_Dry_01_A,2,staged_pack_asset,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_009,Transit Plaza,OT_VEG_001,Dry grass,/Game/MilitaryTrench/Assets/3D/Plants/Urb_Street_Grass_Dry_01/StaticMeshes/SM_Urb_Street_Grass_Dry_01_B,1,staged_pack_asset,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_009,Transit Plaza,OT_VEG_001,Dry grass,source://FAB_P1A_015/dry_grass_tbbqejqr_high,3,downloaded_source_import_pending,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_009,Transit Plaza,OT_VEG_002,Dried grass,/Game/MilitaryTrench/Assets/3D/Plants/Urb_Street_Grass_Dry_01/StaticMeshes/SM_Urb_Street_Grass_Dry_01_C,6,staged_pack_asset,corrected_surface_underlay_plus_pack_mesh_candidates,"The downloaded Dried Grass listing is a surface, not an instanced plant mesh"
SS_010,Detention Annex,OT_ARCH_001,Plain wall skins and caps,map-owned://MOD_WALL_02,21,map_owned_definition,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_010,Detention Annex,OT_ARCH_001,Plain wall skins and caps,map-owned://MOD_WALL_04,19,map_owned_definition,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_010,Detention Annex,OT_ARCH_002,Door/window frames and leaves,map-owned://MOD_DOOR_01,1,map_owned_definition,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_010,Detention Annex,OT_ARCH_002,Door/window frames and leaves,map-owned://MOD_OPEN_01,1,map_owned_definition,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_010,Detention Annex,OT_ARCH_002,Door/window frames and leaves,map-owned://MOD_OPEN_02,3,map_owned_definition,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_010,Detention Annex,OT_ARCH_002,Door/window frames and leaves,map-owned://MOD_WIN_01,4,map_owned_definition,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_010,Detention Annex,OT_ARCH_002,Door/window frames and leaves,source://FAB_P1B_001/old_wooden_door_wbmgdcpdw_high,1,downloaded_source_import_pending,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_010,Detention Annex,OT_DECAL_001,Plaster damage patches,project:///Game/Maps/Sunscar/Art/Quixel/Damage/DamagedPlaster/vdekajsfw_tier_2/StaticMeshes/vdekajsfw_tier_2,8,existing_project_asset,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_010,Detention Annex,OT_DECAL_004,Signs warning plates and shop boards,map-owned://MOD_SIGN_02,16,map_owned_definition,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_010,Detention Annex,OT_FURN_006,Market containers baskets and goods,/Game/MilitaryTrench/Assets/3D/Mil_Trench_Storage_Box_Metal_S/StaticMeshes/SM_Mil_Trench_Storage_Box_Metal_S,1,staged_pack_asset,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_010,Detention Annex,OT_FURN_006,Market containers baskets and goods,/Game/Scene_Junkyard/Assets/MS/3D/Ind_War_Container_Jerrycan_Metal_Red_03/SM_Ind_War_Container_Jerrycan_Metal_Red_03,1,staged_pack_asset,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_010,Detention Annex,OT_GROUND_007,Small rubble variant set,/Game/MilitaryTrench/Assets/3D/Mil_Trench_Scatter_Rock_S_02/StaticMeshes/SM_Mil_Trench_Scatter_Rock_S_02,10,staged_pack_asset,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_010,Detention Annex,OT_GROUND_007,Small rubble variant set,/Game/MilitaryTrench/Assets/3D/Mil_Trench_Scatter_Rock_S_04/StaticMeshes/SM_Mil_Trench_Scatter_Rock_S_04,9,staged_pack_asset,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_010,Detention Annex,OT_GROUND_007,Small rubble variant set,/Game/MilitaryTrench/Assets/3D/Mil_Trench_Scatter_Rock_S_06/StaticMeshes/SM_Mil_Trench_Scatter_Rock_S_06,9,staged_pack_asset,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_010,Detention Annex,OT_TAC_001,Sandbag long barrier,project:///Game/Maps/Sunscar/Art/Quixel/Sandbags/SM_ydxlcck_tier_2/StaticMeshes/SM_ydxlcck_tier_2,18,existing_project_asset,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_010,Detention Annex,OT_UTIL_005,Conduit cable and wall run,map-owned://MOD_UTIL_03,10,map_owned_definition,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_010,Detention Annex,OT_VEG_002,Dried grass,/Game/MilitaryTrench/Assets/3D/Plants/Urb_Street_Grass_Dry_01/StaticMeshes/SM_Urb_Street_Grass_Dry_01_D,10,staged_pack_asset,corrected_surface_underlay_plus_pack_mesh_candidates,"The downloaded Dried Grass listing is a surface, not an instanced plant mesh"
SS_011,Checkpoint Office,OT_ARCH_002,Door/window frames and leaves,map-owned://MOD_DOOR_01,5,map_owned_definition,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_011,Checkpoint Office,OT_ARCH_002,Door/window frames and leaves,map-owned://MOD_OPEN_01,5,map_owned_definition,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_011,Checkpoint Office,OT_ARCH_002,Door/window frames and leaves,map-owned://MOD_OPEN_02,6,map_owned_definition,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_011,Checkpoint Office,OT_ARCH_002,Door/window frames and leaves,map-owned://MOD_WIN_01,5,map_owned_definition,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_011,Checkpoint Office,OT_ARCH_002,Door/window frames and leaves,source://FAB_P1B_001/old_wooden_door_wbmgdcpdw_high,5,downloaded_source_import_pending,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_011,Checkpoint Office,OT_DECAL_002,Rust grime and utility leaks,source://FAB_SUP_001/military_trenches_decal_metal_rust_01_ydzmbgd_4k,14,downloaded_source_import_pending,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_011,Checkpoint Office,OT_GROUND_007,Small rubble variant set,/Game/MilitaryTrench/Assets/3D/Mil_Trench_Scatter_Rock_S_01/StaticMeshes/SM_Mil_Trench_Scatter_Rock_S_01,5,staged_pack_asset,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_011,Checkpoint Office,OT_GROUND_007,Small rubble variant set,/Game/MilitaryTrench/Assets/3D/Mil_Trench_Scatter_Rock_S_03/StaticMeshes/SM_Mil_Trench_Scatter_Rock_S_03,4,staged_pack_asset,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_011,Checkpoint Office,OT_GROUND_007,Small rubble variant set,/Game/MilitaryTrench/Assets/3D/Mil_Trench_Scatter_Rock_S_05/StaticMeshes/SM_Mil_Trench_Scatter_Rock_S_05,5,staged_pack_asset,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_011,Checkpoint Office,OT_SCRAP_003,Rusty barrels,/Game/Scene_Junkyard/Assets/MS/3D/Ind_Aba_Storage_Barrel_Metal_Buckled_01/SM_Ind_Aba_Storage_Barrel_Metal_Buckled_01,1,staged_pack_asset,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_011,Checkpoint Office,OT_SCRAP_003,Rusty barrels,source://FAB_P1A_018/rusty_metal_barrel_teufceuda_high,1,downloaded_source_import_pending,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_011,Checkpoint Office,OT_TAC_001,Sandbag long barrier,project:///Game/Maps/Sunscar/Art/Quixel/Sandbags/SM_ydxlcck_tier_2/StaticMeshes/SM_ydxlcck_tier_2,2,existing_project_asset,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_011,Checkpoint Office,OT_TAC_002,Sandbag square/end piece,project:///Game/Maps/Sunscar/Art/Quixel/SandbagsSquare/SM_ydznbff_tier_2/StaticMeshes/SM_ydznbff_tier_2,14,existing_project_asset,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_011,Checkpoint Office,OT_UTIL_001,Small electrical box,source://FAB_P1A_002/electrical_box_tdgecegda_high,2,downloaded_source_import_pending,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_011,Checkpoint Office,OT_UTIL_002,Medium electrical enclosure,source://FAB_P1A_003/electric_box_ullibjd_high,2,downloaded_source_import_pending,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_011,Checkpoint Office,OT_UTIL_005,Conduit cable and wall run,map-owned://MOD_UTIL_03,7,map_owned_definition,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_011,Checkpoint Office,OT_UTIL_009,Lamps poles and fixtures,map-owned://OT_FIXTURE_01,1,map_owned_definition,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_011,Checkpoint Office,OT_UTIL_009,Lamps poles and fixtures,map-owned://OT_LAMP_01,1,map_owned_definition,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_011,Checkpoint Office,OT_UTIL_009,Lamps poles and fixtures,map-owned://OT_POLE_01,1,map_owned_definition,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_011,Checkpoint Office,OT_VEG_002,Dried grass,/Game/MilitaryTrench/Assets/3D/Plants/Urb_Street_Grass_Dry_01/StaticMeshes/SM_Urb_Street_Grass_Dry_01_C,4,staged_pack_asset,corrected_surface_underlay_plus_pack_mesh_candidates,"The downloaded Dried Grass listing is a surface, not an instanced plant mesh"
SS_012,Consulate Residence,OT_ARCH_002,Door/window frames and leaves,map-owned://MOD_DOOR_01,8,map_owned_definition,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_012,Consulate Residence,OT_ARCH_002,Door/window frames and leaves,map-owned://MOD_OPEN_01,7,map_owned_definition,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_012,Consulate Residence,OT_ARCH_002,Door/window frames and leaves,map-owned://MOD_OPEN_02,8,map_owned_definition,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_012,Consulate Residence,OT_ARCH_002,Door/window frames and leaves,map-owned://MOD_WIN_01,7,map_owned_definition,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_012,Consulate Residence,OT_ARCH_002,Door/window frames and leaves,source://FAB_P1B_001/old_wooden_door_wbmgdcpdw_high,8,downloaded_source_import_pending,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_012,Consulate Residence,OT_DECAL_004,Signs warning plates and shop boards,map-owned://MOD_SIGN_02,12,map_owned_definition,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_012,Consulate Residence,OT_FURN_003,Wooden bench,source://FAB_P1B_010/wooden_bench_vlroadt_high,2,downloaded_source_import_pending,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_012,Consulate Residence,OT_FURN_006,Market containers baskets and goods,/Game/MilitaryTrench/Assets/3D/Mil_Trench_Storage_Box_Metal_S/StaticMeshes/SM_Mil_Trench_Storage_Box_Metal_S,2,staged_pack_asset,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_012,Consulate Residence,OT_FURN_006,Market containers baskets and goods,/Game/MilitaryTrench/Assets/3D/Mil_Trench_Storage_Box_Wood_S/StaticMeshes/SM_Mil_Trench_Storage_Box_Wood_S,2,staged_pack_asset,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_012,Consulate Residence,OT_FURN_006,Market containers baskets and goods,/Game/Scene_Junkyard/Assets/MS/3D/Ind_Con_Oil_Plastic_Pack_02/SM_Ind_Con_Oil_Plastic_Pack_02_A,2,staged_pack_asset,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_012,Consulate Residence,OT_FURN_006,Market containers baskets and goods,/Game/Scene_Junkyard/Assets/MS/3D/Ind_War_Container_Jerrycan_Metal_Red_03/SM_Ind_War_Container_Jerrycan_Metal_Red_03,1,staged_pack_asset,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_012,Consulate Residence,OT_FURN_006,Market containers baskets and goods,/Game/Scene_Junkyard/Assets/MS/3D/Ind_War_Storage_Tray_Plastic_Green_01/SM_Ind_War_Storage_Tray_Plastic_Green_01,3,staged_pack_asset,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_012,Consulate Residence,OT_GROUND_007,Small rubble variant set,/Game/MilitaryTrench/Assets/3D/Mil_Trench_Scatter_Rock_S_02/StaticMeshes/SM_Mil_Trench_Scatter_Rock_S_02,6,staged_pack_asset,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_012,Consulate Residence,OT_GROUND_007,Small rubble variant set,/Game/MilitaryTrench/Assets/3D/Mil_Trench_Scatter_Rock_S_04/StaticMeshes/SM_Mil_Trench_Scatter_Rock_S_04,6,staged_pack_asset,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_012,Consulate Residence,OT_GROUND_007,Small rubble variant set,/Game/MilitaryTrench/Assets/3D/Mil_Trench_Scatter_Rock_S_06/StaticMeshes/SM_Mil_Trench_Scatter_Rock_S_06,6,staged_pack_asset,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_012,Consulate Residence,OT_TAC_007,Existing-cover art skins,map-owned://APPROVED_COVER_SKIN_02,4,map_owned_definition,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_012,Consulate Residence,OT_UTIL_005,Conduit cable and wall run,map-owned://MOD_UTIL_03,8,map_owned_definition,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_012,Consulate Residence,OT_VEG_002,Dried grass,/Game/MilitaryTrench/Assets/3D/Plants/Urb_Street_Grass_Dry_01/StaticMeshes/SM_Urb_Street_Grass_Dry_01_D,10,staged_pack_asset,corrected_surface_underlay_plus_pack_mesh_candidates,"The downloaded Dried Grass listing is a surface, not an instanced plant mesh"
SS_013,Freight Depot,OT_ARCH_002,Door/window frames and leaves,map-owned://MOD_DOOR_01,6,map_owned_definition,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_013,Freight Depot,OT_ARCH_002,Door/window frames and leaves,map-owned://MOD_OPEN_01,6,map_owned_definition,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_013,Freight Depot,OT_ARCH_002,Door/window frames and leaves,map-owned://MOD_OPEN_02,6,map_owned_definition,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_013,Freight Depot,OT_ARCH_002,Door/window frames and leaves,map-owned://MOD_WIN_01,6,map_owned_definition,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_013,Freight Depot,OT_ARCH_002,Door/window frames and leaves,source://FAB_P1B_001/old_wooden_door_wbmgdcpdw_high,6,downloaded_source_import_pending,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_013,Freight Depot,OT_DECAL_002,Rust grime and utility leaks,source://FAB_SUP_001/military_trenches_decal_metal_rust_01_ydzmbgd_4k,12,downloaded_source_import_pending,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_013,Freight Depot,OT_DECAL_006,Oil water and service stains,source://FAB_SUP_003/oil_stain_sdjmigi_4k,4,downloaded_source_import_pending,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_013,Freight Depot,OT_FURN_006,Market containers baskets and goods,/Game/MilitaryTrench/Assets/3D/Mil_Trench_Storage_Box_Wood_S/StaticMeshes/SM_Mil_Trench_Storage_Box_Wood_S,1,staged_pack_asset,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_013,Freight Depot,OT_FURN_006,Market containers baskets and goods,/Game/Scene_Junkyard/Assets/MS/3D/Ind_Con_Oil_Plastic_Pack_02/SM_Ind_Con_Oil_Plastic_Pack_02_A,1,staged_pack_asset,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_013,Freight Depot,OT_FURN_006,Market containers baskets and goods,/Game/Scene_Junkyard/Assets/MS/3D/Ind_War_Container_Jerrycan_Metal_Red_03/SM_Ind_War_Container_Jerrycan_Metal_Red_03,1,staged_pack_asset,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_013,Freight Depot,OT_FURN_006,Market containers baskets and goods,/Game/Scene_Junkyard/Assets/MS/3D/Ind_War_Storage_Tray_Plastic_Green_01/SM_Ind_War_Storage_Tray_Plastic_Green_01,1,staged_pack_asset,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_013,Freight Depot,OT_GROUND_004,Desert debris small,map-owned://OT_DESERT_DEBRIS_CARD_01,11,map_owned_definition,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
SS_013,Freight Depot,OT_GROUND_004,Desert debris small,map-owned://OT_DESERT_DEBRIS_CARD_03,11,map_owned_definition,offline_resolved_ue_validation_required,"Preserve graybox gameplay, clearance and collision until validated"
