candidate_id,site_id,site_name,bom_id,class,asset_role,planned_asset_ref,source_state,cluster_id,x_m,y_m,z_resolution,yaw_deg,scale,band,placement_policy,resolution_status,collision,nanite,hard_rule,ue_required
SS_004_DECAL_003,SS_004,Tea House,OT_DECAL_001,decal,Plaster damage patches,project:///Game/Maps/Sunscar/Art/Quixel/Damage/DamagedPlaster/vdekajsfw_tier_2/StaticMeshes/vdekajsfw_tier_2,existing_project_asset,SS_004_DECAL_C01,-96.214,-26.091,socket_or_trace_in_ue,97.15,0.8376,west_edge,socket_or_projected,asset_candidate_resolved_transform_still_candidate,None,Not applicable,Shade underside at least 2.5 m; doors remain high contrast,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_004_DECAL_004,SS_004,Tea House,OT_DECAL_001,decal,Plaster damage patches,project:///Game/Maps/Sunscar/Art/Quixel/Damage/DamagedPlaster/vdekajsfw_tier_2/StaticMeshes/vdekajsfw_tier_2,existing_project_asset,SS_004_DECAL_C01,-95.999,-25.571,socket_or_trace_in_ue,93.44,1.2955,west_edge,socket_or_projected,asset_candidate_resolved_transform_still_candidate,None,Not applicable,Shade underside at least 2.5 m; doors remain high contrast,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_004_DECAL_005,SS_004,Tea House,OT_DECAL_001,decal,Plaster damage patches,project:///Game/Maps/Sunscar/Art/Quixel/Damage/DamagedPlaster/vdekajsfw_tier_2/StaticMeshes/vdekajsfw_tier_2,existing_project_asset,SS_004_DECAL_C02,-79.8,-31.795,socket_or_trace_in_ue,270.46,1.169,east_edge,socket_or_projected,asset_candidate_resolved_transform_still_candidate,None,Not applicable,Shade underside at least 2.5 m; doors remain high contrast,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_004_DECAL_006,SS_004,Tea House,OT_DECAL_001,decal,Plaster damage patches,project:///Game/Maps/Sunscar/Art/Quixel/Damage/DamagedPlaster/vdekajsfw_tier_2/StaticMeshes/vdekajsfw_tier_2,existing_project_asset,SS_004_DECAL_C02,-90.754,-36.235,socket_or_trace_in_ue,352.28,1.206,south_edge,socket_or_projected,asset_candidate_resolved_transform_still_candidate,None,Not applicable,Shade underside at least 2.5 m; doors remain high contrast,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_004_DECAL_007,SS_004,Tea House,OT_DECAL_001,decal,Plaster damage patches,project:///Game/Maps/Sunscar/Art/Quixel/Damage/DamagedPlaster/vdekajsfw_tier_2/StaticMeshes/vdekajsfw_tier_2,existing_project_asset,SS_004_DECAL_C02,-93.468,-21.894,socket_or_trace_in_ue,174.91,0.6551,north_edge,socket_or_projected,asset_candidate_resolved_transform_still_candidate,None,Not applicable,Shade underside at least 2.5 m; doors remain high contrast,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_004_DECAL_008,SS_004,Tea House,OT_DECAL_001,decal,Plaster damage patches,project:///Game/Maps/Sunscar/Art/Quixel/Damage/DamagedPlaster/vdekajsfw_tier_2/StaticMeshes/vdekajsfw_tier_2,existing_project_asset,SS_004_DECAL_C02,-83.672,-22.622,socket_or_trace_in_ue,172.41,1.4395,north_edge,socket_or_projected,asset_candidate_resolved_transform_still_candidate,None,Not applicable,Shade underside at least 2.5 m; doors remain high contrast,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_004_DECAL_009,SS_004,Tea House,OT_DECAL_001,decal,Plaster damage patches,project:///Game/Maps/Sunscar/Art/Quixel/Damage/DamagedPlaster/vdekajsfw_tier_2/StaticMeshes/vdekajsfw_tier_2,existing_project_asset,SS_004_DECAL_C03,-80.584,-35.603,socket_or_trace_in_ue,260.44,0.5741,east_edge,socket_or_projected,asset_candidate_resolved_transform_still_candidate,None,Not applicable,Shade underside at least 2.5 m; doors remain high contrast,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_004_DECAL_010,SS_004,Tea House,OT_DECAL_001,decal,Plaster damage patches,project:///Game/Maps/Sunscar/Art/Quixel/Damage/DamagedPlaster/vdekajsfw_tier_2/StaticMeshes/vdekajsfw_tier_2,existing_project_asset,SS_004_DECAL_C03,-80.155,-26.45,socket_or_trace_in_ue,270.14,1.1457,east_edge,socket_or_projected,asset_candidate_resolved_transform_still_candidate,None,Not applicable,Shade underside at least 2.5 m; doors remain high contrast,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_004_DECAL_011,SS_004,Tea House,OT_DECAL_001,decal,Plaster damage patches,project:///Game/Maps/Sunscar/Art/Quixel/Damage/DamagedPlaster/vdekajsfw_tier_2/StaticMeshes/vdekajsfw_tier_2,existing_project_asset,SS_004_DECAL_C03,-84.574,-21.608,socket_or_trace_in_ue,171.29,1.4837,north_edge,socket_or_projected,asset_candidate_resolved_transform_still_candidate,None,Not applicable,Shade underside at least 2.5 m; doors remain high contrast,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_004_DECAL_012,SS_004,Tea House,OT_DECAL_001,decal,Plaster damage patches,project:///Game/Maps/Sunscar/Art/Quixel/Damage/DamagedPlaster/vdekajsfw_tier_2/StaticMeshes/vdekajsfw_tier_2,existing_project_asset,SS_004_DECAL_C03,-80.469,-29.082,socket_or_trace_in_ue,277.69,0.9951,east_edge,socket_or_projected,asset_candidate_resolved_transform_still_candidate,None,Not applicable,Shade underside at least 2.5 m; doors remain high contrast,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_004_DECAL_013,SS_004,Tea House,OT_DECAL_001,decal,Plaster damage patches,project:///Game/Maps/Sunscar/Art/Quixel/Damage/DamagedPlaster/vdekajsfw_tier_2/StaticMeshes/vdekajsfw_tier_2,existing_project_asset,SS_004_DECAL_C04,-94.838,-21.776,socket_or_trace_in_ue,175.62,1.986,north_edge,socket_or_projected,asset_candidate_resolved_transform_still_candidate,None,Not applicable,Shade underside at least 2.5 m; doors remain high contrast,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_004_DECAL_014,SS_004,Tea House,OT_DECAL_001,decal,Plaster damage patches,project:///Game/Maps/Sunscar/Art/Quixel/Damage/DamagedPlaster/vdekajsfw_tier_2/StaticMeshes/vdekajsfw_tier_2,existing_project_asset,SS_004_DECAL_C04,-80.376,-28.461,socket_or_trace_in_ue,267.79,1.55,east_edge,socket_or_projected,asset_candidate_resolved_transform_still_candidate,None,Not applicable,Shade underside at least 2.5 m; doors remain high contrast,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_004_GROUND_001,SS_004,Tea House,OT_GROUND_002,ground,Corner rubble patch,/Game/MilitaryTrench/Assets/3D/Mil_Trench_Debris_Patch_Rock_Corner/StaticMeshes/SM_Mil_Trench_Debris_Patch_Rock_Corner,staged_pack_asset,SS_004_GROUND_C01,-80.063,-30.328,terrain_trace_in_ue,275.41,1.1137,east_edge,seeded_scatter,asset_candidate_resolved_transform_still_candidate,None,Provisional,Shade underside at least 2.5 m; doors remain high contrast,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_004_GROUND_002,SS_004,Tea House,OT_GROUND_002,ground,Corner rubble patch,/Game/MilitaryTrench/Assets/3D/Mil_Trench_Debris_Patch_Rock_Corner/StaticMeshes/SM_Mil_Trench_Debris_Patch_Rock_Corner,staged_pack_asset,SS_004_GROUND_C01,-79.882,-36.102,terrain_trace_in_ue,265.33,0.9495,east_edge,seeded_scatter,asset_candidate_resolved_transform_still_candidate,None,Provisional,Shade underside at least 2.5 m; doors remain high contrast,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_004_GROUND_003,SS_004,Tea House,OT_GROUND_002,ground,Corner rubble patch,/Game/MilitaryTrench/Assets/3D/Mil_Trench_Debris_Patch_Rock_Corner/StaticMeshes/SM_Mil_Trench_Debris_Patch_Rock_Corner,staged_pack_asset,SS_004_GROUND_C01,-79.965,-29.575,terrain_trace_in_ue,273.33,0.9511,east_edge,seeded_scatter,asset_candidate_resolved_transform_still_candidate,None,Provisional,Shade underside at least 2.5 m; doors remain high contrast,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_004_GROUND_004,SS_004,Tea House,OT_GROUND_002,ground,Corner rubble patch,/Game/MilitaryTrench/Assets/3D/Mil_Trench_Debris_Patch_Rock_Corner/StaticMeshes/SM_Mil_Trench_Debris_Patch_Rock_Corner,staged_pack_asset,SS_004_GROUND_C01,-93.129,-21.789,terrain_trace_in_ue,186.05,0.9894,north_edge,seeded_scatter,asset_candidate_resolved_transform_still_candidate,None,Provisional,Shade underside at least 2.5 m; doors remain high contrast,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_004_GROUND_005,SS_004,Tea House,OT_GROUND_002,ground,Corner rubble patch,/Game/MilitaryTrench/Assets/3D/Mil_Trench_Debris_Patch_Rock_Corner/StaticMeshes/SM_Mil_Trench_Debris_Patch_Rock_Corner,staged_pack_asset,SS_004_GROUND_C01,-80.217,-23.602,terrain_trace_in_ue,277.84,1.0688,east_edge,seeded_scatter,asset_candidate_resolved_transform_still_candidate,None,Provisional,Shade underside at least 2.5 m; doors remain high contrast,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_004_GROUND_006,SS_004,Tea House,OT_GROUND_002,ground,Corner rubble patch,/Game/MilitaryTrench/Assets/3D/Mil_Trench_Debris_Patch_Rock_Corner/StaticMeshes/SM_Mil_Trench_Debris_Patch_Rock_Corner,staged_pack_asset,SS_004_GROUND_C02,-80.538,-30.862,terrain_trace_in_ue,278.91,0.9,east_edge,seeded_scatter,asset_candidate_resolved_transform_still_candidate,None,Provisional,Shade underside at least 2.5 m; doors remain high contrast,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_004_GROUND_007,SS_004,Tea House,OT_GROUND_002,ground,Corner rubble patch,/Game/MilitaryTrench/Assets/3D/Mil_Trench_Debris_Patch_Rock_Corner/StaticMeshes/SM_Mil_Trench_Debris_Patch_Rock_Corner,staged_pack_asset,SS_004_GROUND_C02,-94.548,-22.731,terrain_trace_in_ue,175.23,1.0202,north_edge,seeded_scatter,asset_candidate_resolved_transform_still_candidate,None,Provisional,Shade underside at least 2.5 m; doors remain high contrast,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_004_GROUND_008,SS_004,Tea House,OT_GROUND_002,ground,Corner rubble patch,/Game/MilitaryTrench/Assets/3D/Mil_Trench_Debris_Patch_Rock_Corner/StaticMeshes/SM_Mil_Trench_Debris_Patch_Rock_Corner,staged_pack_asset,SS_004_GROUND_C02,-83.894,-35.391,terrain_trace_in_ue,1.76,0.8548,south_edge,seeded_scatter,asset_candidate_resolved_transform_still_candidate,None,Provisional,Shade underside at least 2.5 m; doors remain high contrast,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_004_GROUND_009,SS_004,Tea House,OT_GROUND_002,ground,Corner rubble patch,/Game/MilitaryTrench/Assets/3D/Mil_Trench_Debris_Patch_Rock_Corner/StaticMeshes/SM_Mil_Trench_Debris_Patch_Rock_Corner,staged_pack_asset,SS_004_GROUND_C02,-95.531,-21.908,terrain_trace_in_ue,186.82,1.0999,north_edge,seeded_scatter,asset_candidate_resolved_transform_still_candidate,None,Provisional,Shade underside at least 2.5 m; doors remain high contrast,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_004_GROUND_010,SS_004,Tea House,OT_GROUND_002,ground,Corner rubble patch,/Game/MilitaryTrench/Assets/3D/Mil_Trench_Debris_Patch_Rock_Corner/StaticMeshes/SM_Mil_Trench_Debris_Patch_Rock_Corner,staged_pack_asset,SS_004_GROUND_C02,-89.038,-35.394,terrain_trace_in_ue,357.16,1.1012,south_edge,seeded_scatter,asset_candidate_resolved_transform_still_candidate,None,Provisional,Shade underside at least 2.5 m; doors remain high contrast,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_004_GROUND_011,SS_004,Tea House,OT_GROUND_002,ground,Corner rubble patch,/Game/MilitaryTrench/Assets/3D/Mil_Trench_Debris_Patch_Rock_Corner/StaticMeshes/SM_Mil_Trench_Debris_Patch_Rock_Corner,staged_pack_asset,SS_004_GROUND_C03,-93.006,-36.202,terrain_trace_in_ue,351.99,0.9128,south_edge,seeded_scatter,asset_candidate_resolved_transform_still_candidate,None,Provisional,Shade underside at least 2.5 m; doors remain high contrast,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_004_GROUND_012,SS_004,Tea House,OT_GROUND_002,ground,Corner rubble patch,/Game/MilitaryTrench/Assets/3D/Mil_Trench_Debris_Patch_Rock_Corner/StaticMeshes/SM_Mil_Trench_Debris_Patch_Rock_Corner,staged_pack_asset,SS_004_GROUND_C03,-79.585,-24.27,terrain_trace_in_ue,270.58,0.9925,east_edge,seeded_scatter,asset_candidate_resolved_transform_still_candidate,None,Provisional,Shade underside at least 2.5 m; doors remain high contrast,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_004_GROUND_013,SS_004,Tea House,OT_GROUND_002,ground,Corner rubble patch,/Game/MilitaryTrench/Assets/3D/Mil_Trench_Debris_Patch_Rock_Corner/StaticMeshes/SM_Mil_Trench_Debris_Patch_Rock_Corner,staged_pack_asset,SS_004_GROUND_C03,-79.722,-31.8,terrain_trace_in_ue,260.56,0.8817,east_edge,seeded_scatter,asset_candidate_resolved_transform_still_candidate,None,Provisional,Shade underside at least 2.5 m; doors remain high contrast,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_004_GROUND_014,SS_004,Tea House,OT_GROUND_002,ground,Corner rubble patch,/Game/MilitaryTrench/Assets/3D/Mil_Trench_Debris_Patch_Rock_Corner/StaticMeshes/SM_Mil_Trench_Debris_Patch_Rock_Corner,staged_pack_asset,SS_004_GROUND_C03,-86.94,-21.931,terrain_trace_in_ue,180.23,1.1011,north_edge,seeded_scatter,asset_candidate_resolved_transform_still_candidate,None,Provisional,Shade underside at least 2.5 m; doors remain high contrast,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_004_GROUND_015,SS_004,Tea House,OT_GROUND_002,ground,Corner rubble patch,/Game/MilitaryTrench/Assets/3D/Mil_Trench_Debris_Patch_Rock_Corner/StaticMeshes/SM_Mil_Trench_Debris_Patch_Rock_Corner,staged_pack_asset,SS_004_GROUND_C03,-91.331,-22.507,terrain_trace_in_ue,187.8,0.9691,north_edge,seeded_scatter,asset_candidate_resolved_transform_still_candidate,None,Provisional,Shade underside at least 2.5 m; doors remain high contrast,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_004_GROUND_016,SS_004,Tea House,OT_GROUND_002,ground,Corner rubble patch,/Game/MilitaryTrench/Assets/3D/Mil_Trench_Debris_Patch_Rock_Corner/StaticMeshes/SM_Mil_Trench_Debris_Patch_Rock_Corner,staged_pack_asset,SS_004_GROUND_C04,-80.763,-27.283,terrain_trace_in_ue,264.95,0.9932,east_edge,seeded_scatter,asset_candidate_resolved_transform_still_candidate,None,Provisional,Shade underside at least 2.5 m; doors remain high contrast,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_004_GROUND_017,SS_004,Tea House,OT_GROUND_002,ground,Corner rubble patch,/Game/MilitaryTrench/Assets/3D/Mil_Trench_Debris_Patch_Rock_Corner/StaticMeshes/SM_Mil_Trench_Debris_Patch_Rock_Corner,staged_pack_asset,SS_004_GROUND_C04,-91.132,-35.341,terrain_trace_in_ue,3.66,0.8557,south_edge,seeded_scatter,asset_candidate_resolved_transform_still_candidate,None,Provisional,Shade underside at least 2.5 m; doors remain high contrast,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_004_GROUND_018,SS_004,Tea House,OT_GROUND_002,ground,Corner rubble patch,/Game/MilitaryTrench/Assets/3D/Mil_Trench_Debris_Patch_Rock_Corner/StaticMeshes/SM_Mil_Trench_Debris_Patch_Rock_Corner,staged_pack_asset,SS_004_GROUND_C04,-96.271,-22.821,terrain_trace_in_ue,83.97,0.9132,west_edge,seeded_scatter,asset_candidate_resolved_transform_still_candidate,None,Provisional,Shade underside at least 2.5 m; doors remain high contrast,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_004_VEGETATION_001,SS_004,Tea House,OT_VEG_001,vegetation,Dry grass,/Game/MilitaryTrench/Assets/3D/Plants/Urb_Street_Grass_Dry_01/StaticMeshes/SM_Urb_Street_Grass_Dry_01_A,staged_pack_asset,SS_004_VEGETATION_C01,-95.888,-34.767,terrain_trace_in_ue,98.79,0.7922,west_edge,seeded_pcg,asset_candidate_resolved_transform_still_candidate,None,Material dependent,Shade underside at least 2.5 m; doors remain high contrast,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_004_VEGETATION_002,SS_004,Tea House,OT_VEG_001,vegetation,Dry grass,source://FAB_P1A_015/dry_grass_tbbqejqr_high,downloaded_source_import_pending,SS_004_VEGETATION_C01,-95.838,-23.648,terrain_trace_in_ue,95.78,0.7826,west_edge,seeded_pcg,asset_candidate_resolved_transform_still_candidate,None,Material dependent,Shade underside at least 2.5 m; doors remain high contrast,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_004_VEGETATION_003,SS_004,Tea House,OT_VEG_001,vegetation,Dry grass,/Game/MilitaryTrench/Assets/3D/Plants/Urb_Street_Grass_Dry_01/StaticMeshes/SM_Urb_Street_Grass_Dry_01_B,staged_pack_asset,SS_004_VEGETATION_C01,-96.18,-26.174,terrain_trace_in_ue,83.83,0.9407,west_edge,seeded_pcg,asset_candidate_resolved_transform_still_candidate,None,Material dependent,Shade underside at least 2.5 m; doors remain high contrast,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_004_VEGETATION_004,SS_004,Tea House,OT_VEG_001,vegetation,Dry grass,/Game/MilitaryTrench/Assets/3D/Plants/Urb_Street_Grass_Dry_01/StaticMeshes/SM_Urb_Street_Grass_Dry_01_A,staged_pack_asset,SS_004_VEGETATION_C01,-80.794,-22.87,terrain_trace_in_ue,279.62,0.9046,east_edge,seeded_pcg,asset_candidate_resolved_transform_still_candidate,None,Material dependent,Shade underside at least 2.5 m; doors remain high contrast,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_004_VEGETATION_005,SS_004,Tea House,OT_VEG_001,vegetation,Dry grass,source://FAB_P1A_015/dry_grass_tbbqejqr_high,downloaded_source_import_pending,SS_004_VEGETATION_C01,-95.795,-35.034,terrain_trace_in_ue,86.99,1.0002,west_edge,seeded_pcg,asset_candidate_resolved_transform_still_candidate,None,Material dependent,Shade underside at least 2.5 m; doors remain high contrast,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_004_VEGETATION_006,SS_004,Tea House,OT_VEG_001,vegetation,Dry grass,/Game/MilitaryTrench/Assets/3D/Plants/Urb_Street_Grass_Dry_01/StaticMeshes/SM_Urb_Street_Grass_Dry_01_B,staged_pack_asset,SS_004_VEGETATION_C01,-79.815,-35.186,terrain_trace_in_ue,268.96,1.1539,east_edge,seeded_pcg,asset_candidate_resolved_transform_still_candidate,None,Material dependent,Shade underside at least 2.5 m; doors remain high contrast,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_005_ARCHITECTURE_001,SS_005,Old Clinic,OT_ARCH_001,architecture,Plain wall skins and caps,map-owned://MOD_WALL_01,map_owned_definition,SS_005_ARCHITECTURE_C01,-60.163,7.286,socket_or_trace_in_ue,179.03,1,north_edge,socket_or_manual,asset_candidate_resolved_transform_still_candidate,Graybox authoritative,No,Primary entrance and second-floor openings remain obvious,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_005_ARCHITECTURE_002,SS_005,Old Clinic,OT_ARCH_001,architecture,Plain wall skins and caps,map-owned://MOD_WALL_03,map_owned_definition,SS_005_ARCHITECTURE_C01,-45.312,5.96,socket_or_trace_in_ue,270.02,1,east_edge,socket_or_manual,asset_candidate_resolved_transform_still_candidate,Graybox authoritative,No,Primary entrance and second-floor openings remain obvious,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_005_ARCHITECTURE_003,SS_005,Old Clinic,OT_ARCH_001,architecture,Plain wall skins and caps,map-owned://MOD_WALL_01,map_owned_definition,SS_005_ARCHITECTURE_C01,-45.753,-1.048,socket_or_trace_in_ue,271,1,east_edge,socket_or_manual,asset_candidate_resolved_transform_still_candidate,Graybox authoritative,No,Primary entrance and second-floor openings remain obvious,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_005_ARCHITECTURE_004,SS_005,Old Clinic,OT_ARCH_001,architecture,Plain wall skins and caps,map-owned://MOD_WALL_03,map_owned_definition,SS_005_ARCHITECTURE_C01,-44.97,6.776,socket_or_trace_in_ue,180.19,1,north_edge,socket_or_manual,asset_candidate_resolved_transform_still_candidate,Graybox authoritative,No,Primary entrance and second-floor openings remain obvious,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_005_ARCHITECTURE_005,SS_005,Old Clinic,OT_ARCH_001,architecture,Plain wall skins and caps,map-owned://MOD_WALL_01,map_owned_definition,SS_005_ARCHITECTURE_C01,-44.811,-2.759,socket_or_trace_in_ue,269.73,1,east_edge,socket_or_manual,asset_candidate_resolved_transform_still_candidate,Graybox authoritative,No,Primary entrance and second-floor openings remain obvious,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_005_ARCHITECTURE_006,SS_005,Old Clinic,OT_ARCH_001,architecture,Plain wall skins and caps,map-owned://MOD_WALL_03,map_owned_definition,SS_005_ARCHITECTURE_C01,-45.279,0.179,socket_or_trace_in_ue,270.17,1,east_edge,socket_or_manual,asset_candidate_resolved_transform_still_candidate,Graybox authoritative,No,Primary entrance and second-floor openings remain obvious,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_005_ARCHITECTURE_007,SS_005,Old Clinic,OT_ARCH_001,architecture,Plain wall skins and caps,map-owned://MOD_WALL_01,map_owned_definition,SS_005_ARCHITECTURE_C02,-54.248,6.885,socket_or_trace_in_ue,180.15,1,north_edge,socket_or_manual,asset_candidate_resolved_transform_still_candidate,Graybox authoritative,No,Primary entrance and second-floor openings remain obvious,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_005_ARCHITECTURE_008,SS_005,Old Clinic,OT_ARCH_001,architecture,Plain wall skins and caps,map-owned://MOD_WALL_03,map_owned_definition,SS_005_ARCHITECTURE_C02,-67.377,1.97,socket_or_trace_in_ue,89.12,1,west_edge,socket_or_manual,asset_candidate_resolved_transform_still_candidate,Graybox authoritative,No,Primary entrance and second-floor openings remain obvious,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_005_ARCHITECTURE_009,SS_005,Old Clinic,OT_ARCH_001,architecture,Plain wall skins and caps,map-owned://MOD_WALL_01,map_owned_definition,SS_005_ARCHITECTURE_C02,-56.427,-9.685,socket_or_trace_in_ue,0.77,1,south_edge,socket_or_manual,asset_candidate_resolved_transform_still_candidate,Graybox authoritative,No,Primary entrance and second-floor openings remain obvious,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_005_ARCHITECTURE_010,SS_005,Old Clinic,OT_ARCH_001,architecture,Plain wall skins and caps,map-owned://MOD_WALL_03,map_owned_definition,SS_005_ARCHITECTURE_C02,-45.737,2.679,socket_or_trace_in_ue,270.55,1,east_edge,socket_or_manual,asset_candidate_resolved_transform_still_candidate,Graybox authoritative,No,Primary entrance and second-floor openings remain obvious,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_005_ARCHITECTURE_011,SS_005,Old Clinic,OT_ARCH_001,architecture,Plain wall skins and caps,map-owned://MOD_WALL_01,map_owned_definition,SS_005_ARCHITECTURE_C02,-62.496,7.816,socket_or_trace_in_ue,180.42,1,north_edge,socket_or_manual,asset_candidate_resolved_transform_still_candidate,Graybox authoritative,No,Primary entrance and second-floor openings remain obvious,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_005_ARCHITECTURE_012,SS_005,Old Clinic,OT_ARCH_001,architecture,Plain wall skins and caps,map-owned://MOD_WALL_03,map_owned_definition,SS_005_ARCHITECTURE_C02,-65.058,6.878,socket_or_trace_in_ue,180.24,1,north_edge,socket_or_manual,asset_candidate_resolved_transform_still_candidate,Graybox authoritative,No,Primary entrance and second-floor openings remain obvious,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_005_ARCHITECTURE_013,SS_005,Old Clinic,OT_ARCH_001,architecture,Plain wall skins and caps,map-owned://MOD_WALL_01,map_owned_definition,SS_005_ARCHITECTURE_C03,-45.606,-2.873,socket_or_trace_in_ue,270.5,1,east_edge,socket_or_manual,asset_candidate_resolved_transform_still_candidate,Graybox authoritative,No,Primary entrance and second-floor openings remain obvious,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_005_ARCHITECTURE_014,SS_005,Old Clinic,OT_ARCH_001,architecture,Plain wall skins and caps,map-owned://MOD_WALL_03,map_owned_definition,SS_005_ARCHITECTURE_C03,-46.036,-9.737,socket_or_trace_in_ue,0.11,1,south_edge,socket_or_manual,asset_candidate_resolved_transform_still_candidate,Graybox authoritative,No,Primary entrance and second-floor openings remain obvious,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_005_ARCHITECTURE_015,SS_005,Old Clinic,OT_ARCH_001,architecture,Plain wall skins and caps,map-owned://MOD_WALL_01,map_owned_definition,SS_005_ARCHITECTURE_C03,-53.305,-9.414,socket_or_trace_in_ue,359.48,1,south_edge,socket_or_manual,asset_candidate_resolved_transform_still_candidate,Graybox authoritative,No,Primary entrance and second-floor openings remain obvious,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_005_ARCHITECTURE_016,SS_005,Old Clinic,OT_ARCH_001,architecture,Plain wall skins and caps,map-owned://MOD_WALL_03,map_owned_definition,SS_005_ARCHITECTURE_C03,-58.001,6.772,socket_or_trace_in_ue,180.96,1,north_edge,socket_or_manual,asset_candidate_resolved_transform_still_candidate,Graybox authoritative,No,Primary entrance and second-floor openings remain obvious,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_005_ARCHITECTURE_017,SS_005,Old Clinic,OT_ARCH_001,architecture,Plain wall skins and caps,map-owned://MOD_WALL_01,map_owned_definition,SS_005_ARCHITECTURE_C03,-66.459,6.3,socket_or_trace_in_ue,90.37,1,west_edge,socket_or_manual,asset_candidate_resolved_transform_still_candidate,Graybox authoritative,No,Primary entrance and second-floor openings remain obvious,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_005_ARCHITECTURE_018,SS_005,Old Clinic,OT_ARCH_001,architecture,Plain wall skins and caps,map-owned://MOD_WALL_03,map_owned_definition,SS_005_ARCHITECTURE_C03,-67.036,-7.987,socket_or_trace_in_ue,90.88,1,west_edge,socket_or_manual,asset_candidate_resolved_transform_still_candidate,Graybox authoritative,No,Primary entrance and second-floor openings remain obvious,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
